时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
1.135,0.384,0.929,-0.054,-0.549,-0.732,-0.244,93.345,-23.027,21.011,20.767,24.592,-25.742,,,,,
1.14,0.384,0.929,-0.054,-0.549,-0.732,-0.244,93.345,-23.022,21.006,20.775,24.592,-25.775,,,,,
1.145,0.384,0.929,-0.054,-0.549,-0.732,-0.244,93.345,-23.022,21,20.783,24.6,-25.817,,,,,
1.15,0.385,0.929,-0.054,-0.549,-0.732,-0.244,93.345,-23.016,21,20.792,24.583,-25.858,,,,,
1.155,0.385,0.917,-0.055,-0.366,-0.61,-1.343,93.345,-23.011,20.995,20.808,24.575,-25.867,,,,,
1.16,0.385,0.917,-0.055,-0.366,-0.61,-1.343,93.345,-23.005,20.989,20.808,24.567,-25.875,,,,,
1.165,0.385,0.917,-0.055,-0.366,-0.61,-1.343,93.345,-22.994,20.984,20.8,24.567,-25.867,,,,,
1.17,0.392,0.917,-0.055,-0.366,-0.61,-1.343,93.34,-22.989,20.984,20.8,24.575,-25.867,,,,,
1.175,0.392,0.915,-0.052,0,-0.244,-2.075,93.345,-22.978,20.978,20.783,24.583,-25.892,,,,,
1.18,0.392,0.915,-0.052,0,-0.244,-2.075,93.345,-22.967,20.978,20.783,24.592,-25.917,,,,,
1.185,0.392,0.915,-0.052,0,-0.244,-2.075,93.345,-22.956,20.978,20.758,24.583,-25.908,,,,,
1.19,0.392,0.915,-0.052,0,-0.244,-2.075,93.345,-22.945,20.973,20.75,24.583,-25.892,,,,,
1.195,0.392,0.92,-0.051,0,0.244,-2.075,93.345,-22.934,20.973,20.758,24.6,-25.908,,,,,
1.2,0.392,0.92,-0.051,0,0.244,-2.075,93.345,-22.923,20.973,20.767,24.625,-25.925,,,,,
1.205,0.392,0.92,-0.051,0,0.244,-2.075,93.345,-22.912,20.973,20.775,24.65,-25.95,,,,,
1.21,0.382,0.92,-0.051,0,0.244,-2.075,93.345,-22.901,20.973,20.775,24.65,-25.967,,,,,
1.215,0.382,0.926,-0.053,-0.366,-0.122,-1.709,93.34,-22.896,20.973,20.75,24.65,-25.933,,,,,
1.22,0.382,0.926,-0.053,-0.366,-0.122,-1.709,93.34,-22.885,20.967,20.725,24.65,-25.908,,,,,
1.225,0.382,0.926,-0.053,-0.366,-0.122,-1.709,93.34,-22.879,20.967,20.7,24.658,-25.908,,,,,
1.23,0.384,0.926,-0.053,-0.366,-0.122,-1.709,93.34,-22.868,20.967,20.692,24.658,-25.908,,,,,
1.235,0.384,0.924,-0.055,-0.793,-1.099,-1.099,93.334,-22.863,20.956,20.692,24.667,-25.933,,,,,
1.24,0.384,0.924,-0.055,-0.793,-1.099,-1.099,93.334,-22.857,20.951,20.717,24.667,-25.933,,,,,
1.245,0.384,0.924,-0.055,-0.793,-1.099,-1.099,93.334,-22.852,20.94,20.725,24.642,-25.975,,,,,
1.25,0.39,0.924,-0.055,-0.793,-1.099,-1.099,93.329,-22.846,20.934,20.733,24.642,-25.983,,,,,
1.255,0.39,0.921,-0.056,-0.977,-1.343,-0.366,93.329,-22.841,20.923,20.733,24.65,-25.983,,,,,
1.26,0.39,0.921,-0.056,-0.977,-1.343,-0.366,93.329,-22.841,20.918,20.717,24.667,-26.008,,,,,
1.265,0.39,0.921,-0.056,-0.977,-1.343,-0.366,93.323,-22.841,20.907,20.717,24.675,-26,,,,,
1.27,0.386,0.921,-0.056,-0.977,-1.343,-0.366,93.323,-22.835,20.896,20.717,24.683,-25.967,,,,,
1.275,0.386,0.92,-0.054,-0.916,-1.282,-0.427,93.323,-22.835,20.891,20.717,24.7,-25.958,,,,,
1.28,0.386,0.92,-0.054,-0.916,-1.282,-0.427,93.323,-22.83,20.88,20.717,24.708,-25.925,,,,,
1.285,0.386,0.92,-0.054,-0.916,-1.282,-0.427,93.318,-22.83,20.874,20.708,24.717,-25.917,,,,,
1.29,0.385,0.92,-0.054,-0.916,-1.282,-0.427,93.318,-22.824,20.863,20.7,24.7,-25.925,,,,,
1.295,0.385,0.917,-0.051,-0.854,-1.404,-0.977,93.318,-22.819,20.852,20.7,24.675,-25.942,,,,,
1.3,0.385,0.917,-0.051,-0.854,-1.404,-0.977,93.318,-22.819,20.847,20.692,24.667,-25.942,,,,,
1.305,0.385,0.917,-0.051,-0.854,-1.404,-0.977,93.318,-22.813,20.836,20.675,24.642,-25.95,,,,,
1.31,0.394,0.917,-0.051,-0.854,-1.404,-0.977,93.312,-22.808,20.825,20.658,24.633,-25.925,,,,,
1.315,0.394,0.914,-0.05,-0.732,-1.16,-1.038,93.312,-22.802,20.819,20.633,24.633,-25.875,,,,,
1.32,0.394,0.914,-0.05,-0.732,-1.16,-1.038,93.312,-22.797,20.808,20.625,24.633,-25.85,,,,,
1.325,0.394,0.914,-0.05,-0.732,-1.16,-1.038,93.312,-22.791,20.803,20.625,24.642,-25.8,,,,,
1.33,0.398,0.914,-0.05,-0.732,-1.16,-1.038,93.312,-22.786,20.792,20.633,24.675,-25.758,,,,,
1.335,0.398,0.915,-0.055,-0.61,-0.488,-0.488,93.307,-22.786,20.786,20.625,24.692,-25.717,,,,,
1.34,0.398,0.915,-0.055,-0.61,-0.488,-0.488,93.307,-22.78,20.786,20.6,24.708,-25.725,,,,,
1.345,0.398,0.915,-0.055,-0.61,-0.488,-0.488,93.307,-22.78,20.781,20.567,24.708,-25.725,,,,,
1.35,0.388,0.915,-0.055,-0.61,-0.488,-0.488,93.301,-22.78,20.775,20.55,24.7,-25.733,,,,,
1.355,0.388,0.917,-0.057,-0.61,-0.061,0,93.301,-22.78,20.77,20.55,24.675,-25.783,,,,,
1.36,0.388,0.917,-0.057,-0.61,-0.061,0,93.301,-22.78,20.764,20.575,24.658,-25.833,,,,,
1.365,0.388,0.917,-0.057,-0.61,-0.061,0,93.296,-22.78,20.764,20.6,24.642,-25.892,,,,,
1.37,0.378,0.917,-0.057,-0.61,-0.061,0,93.296,-22.78,20.759,20.625,24.633,-25.967,,,,,
1.375,0.378,0.914,-0.057,-0.61,-0.61,-0.122,93.296,-22.78,20.753,20.65,24.617,-25.975,,,,,
1.38,0.378,0.914,-0.057,-0.61,-0.61,-0.122,93.29,-22.78,20.748,20.667,24.592,-25.967,,,,,
1.385,0.378,0.914,-0.057,-0.61,-0.61,-0.122,93.29,-22.78,20.742,20.667,24.567,-25.95,,,,,
1.39,0.383,0.914,-0.057,-0.61,-0.61,-0.122,93.29,-22.78,20.737,20.675,24.55,-25.933,,,,,
1.395,0.383,0.915,-0.059,-0.488,-1.221,0.061,93.29,-22.78,20.731,20.675,24.55,-25.942,,,,,
1.4,0.383,0.915,-0.059,-0.488,-1.221,0.061,93.29,-22.786,20.72,20.667,24.558,-25.942,,,,,
1.405,0.383,0.915,-0.059,-0.488,-1.221,0.061,93.296,-22.786,20.715,20.658,24.575,-25.917,,,,,
1.41,0.382,0.915,-0.059,-0.488,-1.221,0.061,93.296,-22.786,20.704,20.658,24.592,-25.892,,,,,
1.415,0.382,0.919,-0.06,-0.488,-1.282,0.671,93.296,-22.786,20.693,20.642,24.608,-25.858,,,,,
1.42,0.382,0.919,-0.06,-0.488,-1.282,0.671,93.296,-22.791,20.687,20.65,24.617,-25.8,,,,,
1.425,0.382,0.919,-0.06,-0.488,-1.282,0.671,93.296,-22.797,20.676,20.65,24.625,-25.767,,,,,
1.43,0.378,0.919,-0.06,-0.488,-1.282,0.671,93.301,-22.797,20.671,20.642,24.65,-25.75,,,,,
1.435,0.378,0.924,-0.061,-0.61,-1.465,0.488,93.301,-22.802,20.66,20.633,24.667,-25.742,,,,,
1.44,0.378,0.924,-0.061,-0.61,-1.465,0.488,93.301,-22.802,20.649,20.633,24.683,-25.7,,,,,
1.445,0.378,0.924,-0.061,-0.61,-1.465,0.488,93.301,-22.802,20.643,20.617,24.692,-25.692,,,,,
1.45,0.383,0.924,-0.061,-0.61,-1.465,0.488,93.301,-22.808,20.632,20.592,24.683,-25.667,,,,,
1.455,0.383,0.922,-0.063,-0.671,-1.526,0,93.307,-22.808,20.621,20.575,24.675,-25.642,,,,,
1.46,0.383,0.922,-0.063,-0.671,-1.526,0,93.307,-22.808,20.616,20.55,24.683,-25.617,,,,,
1.465,0.383,0.922,-0.063,-0.671,-1.526,0,93.307,-22.808,20.605,20.55,24.692,-25.583,,,,,
1.47,0.386,0.922,-0.063,-0.671,-1.526,0,93.307,-22.802,20.594,20.558,24.708,-25.583,,,,,
1.475,0.386,0.918,-0.062,-0.366,-0.916,0.183,93.312,-22.808,20.588,20.558,24.717,-25.558,,,,,
1.48,0.386,0.918,-0.062,-0.366,-0.916,0.183,93.312,-22.808,20.583,20.55,24.725,-25.542,,,,,
1.485,0.386,0.918,-0.062,-0.366,-0.916,0.183,93.312,-22.808,20.577,20.542,24.725,-25.508,,,,,
1.49,0.378,0.918,-0.062,-0.366,-0.916,0.183,93.312,-22.808,20.572,20.525,24.708,-25.492,,,,,
1.495,0.378,0.919,-0.058,-0.061,-0.61,0.305,93.318,-22.808,20.566,20.517,24.708,-25.467,,,,,
1.5,0.378,0.919,-0.058,-0.061,-0.61,0.305,93.318,-22.808,20.561,20.525,24.692,-25.458,,,,,
1.505,0.378,0.919,-0.058,-0.061,-0.61,0.305,93.323,-22.813,20.561,20.55,24.675,-25.442,,,,,
1.51,0.376,0.919,-0.058,-0.061,-0.61,0.305,93.323,-22.813,20.555,20.558,24.683,-25.433,,,,,
1.515,0.376,0.924,-0.056,-0.061,-0.977,0.122,93.329,-22.813,20.55,20.567,24.692,-25.408,,,,,
1.52,0.376,0.924,-0.056,-0.061,-0.977,0.122,93.329,-22.813,20.544,20.575,24.708,-25.392,,,,,
1.525,0.376,0.924,-0.056,-0.061,-0.977,0.122,93.334,-22.813,20.539,20.567,24.717,-25.425,,,,,
1.53,0.38,0.924,-0.056,-0.061,-0.977,0.122,93.334,-22.813,20.533,20.567,24.717,-25.467,,,,,
1.535,0.38,0.922,-0.056,-0.305,-1.099,0.061,93.34,-22.813,20.528,20.575,24.708,-25.483,,,,,
1.54,0.38,0.922,-0.056,-0.305,-1.099,0.061,93.34,-22.813,20.522,20.558,24.708,-25.508,,,,,
1.545,0.38,0.922,-0.056,-0.305,-1.099,0.061,93.34,-22.808,20.517,20.558,24.7,-25.525,,,,,
1.55,0.382,0.922,-0.056,-0.305,-1.099,0.061,93.345,-22.808,20.511,20.542,24.717,-25.533,,,,,
1.555,0.382,0.916,-0.056,-0.183,-0.977,0,93.345,-22.808,20.506,20.525,24.725,-25.517,,,,,
1.56,0.382,0.916,-0.056,-0.183,-0.977,0,93.351,-22.808,20.5,20.525,24.75,-25.525,,,,,
1.565,0.382,0.916,-0.056,-0.183,-0.977,0,93.351,-22.808,20.495,20.542,24.767,-25.558,,,,,
1.57,0.385,0.916,-0.056,-0.183,-0.977,0,93.351,-22.808,20.49,20.575,24.758,-25.558,,,,,
1.575,0.385,0.917,-0.058,0,-0.916,-0.061,93.356,-22.808,20.484,20.608,24.742,-25.617,,,,,
1.58,0.385,0.917,-0.058,0,-0.916,-0.061,93.362,-22.802,20.479,20.625,24.7,-25.658,,,,,
1.585,0.385,0.917,-0.058,0,-0.916,-0.061,93.362,-22.802,20.473,20.65,24.667,-25.683,,,,,
1.59,0.387,0.917,-0.058,0,-0.916,-0.061,93.367,-22.802,20.468,20.667,24.65,-25.7,,,,,
1.595,0.387,0.924,-0.058,0.061,-1.343,-0.061,93.367,-22.802,20.462,20.683,24.65,-25.683,,,,,
1.6,0.387,0.924,-0.058,0.061,-1.343,-0.061,93.373,-22.802,20.457,20.7,24.65,-25.683,,,,,
1.605,0.387,0.924,-0.058,0.061,-1.343,-0.061,93.378,-22.802,20.451,20.7,24.65,-25.708,,,,,
1.61,0.387,0.924,-0.058,0.061,-1.343,-0.061,93.384,-22.797,20.44,20.692,24.642,-25.7,,,,,
1.615,0.387,0.923,-0.056,-0.183,-1.648,0,93.384,-22.797,20.435,20.675,24.65,-25.692,,,,,
1.62,0.387,0.923,-0.056,-0.183,-1.648,0,93.389,-22.797,20.424,20.675,24.642,-25.667,,,,,
1.625,0.387,0.923,-0.056,-0.183,-1.648,0,93.395,-22.797,20.418,20.667,24.658,-25.65,,,,,
1.63,0.388,0.923,-0.056,-0.183,-1.648,0,93.395,-22.797,20.407,20.692,24.667,-25.6,,,,,
1.635,0.388,0.913,-0.054,-0.305,-1.526,0,93.4,-22.797,20.402,20.7,24.65,-25.567,,,,,
1.64,0.388,0.913,-0.054,-0.305,-1.526,0,93.4,-22.797,20.391,20.7,24.65,-25.542,,,,,
1.645,0.388,0.913,-0.054,-0.305,-1.526,0,93.406,-22.797,20.385,20.692,24.642,-25.508,,,,,
1.65,0.386,0.913,-0.054,-0.305,-1.526,0,93.406,-22.797,20.38,20.7,24.642,-25.475,,,,,
1.655,0.386,0.915,-0.051,-0.183,-1.099,-0.061,93.406,-22.797,20.374,20.692,24.658,-25.475,,,,,
1.66,0.386,0.915,-0.051,-0.183,-1.099,-0.061,93.411,-22.797,20.369,20.683,24.658,-25.467,,,,,
1.665,0.386,0.915,-0.051,-0.183,-1.099,-0.061,93.411,-22.791,20.363,20.683,24.65,-25.467,,,,,
1.67,0.39,0.915,-0.051,-0.183,-1.099,-0.061,93.417,-22.791,20.358,20.667,24.65,-25.492,,,,,
1.675,0.39,0.926,-0.052,-0.122,-0.671,0.122,93.417,-22.791,20.352,20.65,24.633,-25.492,,,,,
1.68,0.39,0.926,-0.052,-0.122,-0.671,0.122,93.417,-22.797,20.352,20.642,24.625,-25.5,,,,,
1.685,0.39,0.926,-0.052,-0.122,-0.671,0.122,93.417,-22.797,20.347,20.625,24.633,-25.517,,,,,
1.69,0.392,0.926,-0.052,-0.122,-0.671,0.122,93.417,-22.797,20.341,20.625,24.633,-25.525,,,,,
1.695,0.392,0.926,-0.055,-0.366,-0.305,0.427,93.417,-22.797,20.341,20.633,24.633,-25.55,,,,,
1.7,0.392,0.926,-0.055,-0.366,-0.305,0.427,93.417,-22.802,20.341,20.625,24.633,-25.558,,,,,
1.705,0.392,0.926,-0.055,-0.366,-0.305,0.427,93.417,-22.802,20.336,20.625,24.625,-25.583,,,,,
1.71,0.39,0.926,-0.055,-0.366,-0.305,0.427,93.417,-22.808,20.336,20.6,24.625,-25.592,,,,,
1.715,0.39,0.919,-0.057,-0.366,0.061,0.305,93.417,-22.808,20.336,20.6,24.625,-25.575,,,,,
1.72,0.39,0.919,-0.057,-0.366,0.061,0.305,93.411,-22.808,20.336,20.6,24.625,-25.567,,,,,
1.725,0.39,0.919,-0.057,-0.366,0.061,0.305,93.411,-22.813,20.336,20.583,24.65,-25.517,,,,,
1.73,0.387,0.919,-0.057,-0.366,0.061,0.305,93.411,-22.813,20.336,20.583,24.675,-25.45,,,,,
1.735,0.387,0.914,-0.054,-0.061,0.305,-0.244,93.411,-22.813,20.336,20.567,24.683,-25.425,,,,,
1.74,0.387,0.914,-0.054,-0.061,0.305,-0.244,93.411,-22.813,20.341,20.567,24.7,-25.4,,,,,
1.745,0.387,0.914,-0.054,-0.061,0.305,-0.244,93.411,-22.813,20.341,20.575,24.692,-25.392,,,,,
1.75,0.384,0.914,-0.054,-0.061,0.305,-0.244,93.411,-22.808,20.341,20.592,24.692,-25.392,,,,,
1.755,0.384,0.914,-0.052,0.061,0.488,-0.793,93.411,-22.808,20.347,20.625,24.7,-25.383,,,,,
1.76,0.384,0.914,-0.052,0.061,0.488,-0.793,93.411,-22.802,20.347,20.667,24.692,-25.375,,,,,
1.765,0.384,0.914,-0.052,0.061,0.488,-0.793,93.406,-22.802,20.352,20.7,24.675,-25.375,,,,,
1.77,0.382,0.914,-0.052,0.061,0.488,-0.793,93.406,-22.797,20.358,20.717,24.667,-25.35,,,,,
1.775,0.382,0.917,-0.055,0.244,0.427,-0.793,93.406,-22.791,20.358,20.708,24.658,-25.333,,,,,
1.78,0.382,0.917,-0.055,0.244,0.427,-0.793,93.411,-22.791,20.363,20.683,24.642,-25.308,,,,,
1.785,0.382,0.917,-0.055,0.244,0.427,-0.793,93.411,-22.786,20.369,20.65,24.633,-25.317,,,,,
1.79,0.379,0.917,-0.055,0.244,0.427,-0.793,93.411,-22.78,20.369,20.625,24.633,-25.317,,,,,
1.795,0.379,0.923,-0.054,0.244,0.122,-0.061,93.411,-22.78,20.369,20.6,24.65,-25.283,,,,,
1.8,0.379,0.923,-0.054,0.244,0.122,-0.061,93.411,-22.78,20.374,20.583,24.667,-25.25,,,,,
1.805,0.379,0.923,-0.054,0.244,0.122,-0.061,93.417,-22.78,20.374,20.567,24.692,-25.217,,,,,
1.81,0.379,0.923,-0.054,0.244,0.122,-0.061,93.417,-22.78,20.374,20.575,24.717,-25.242,,,,,
1.815,0.379,0.926,-0.054,-0.122,-0.244,0.793,93.417,-22.786,20.374,20.592,24.733,-25.267,,,,,
1.82,0.379,0.926,-0.054,-0.122,-0.244,0.793,93.417,-22.791,20.374,20.608,24.717,-25.308,,,,,
1.825,0.379,0.926,-0.054,-0.122,-0.244,0.793,93.417,-22.797,20.369,20.617,24.717,-25.375,,,,,
1.83,0.384,0.926,-0.054,-0.122,-0.244,0.793,93.417,-22.797,20.369,20.642,24.675,-25.342,,,,,
1.835,0.384,0.925,-0.055,-0.366,-0.488,1.099,93.417,-22.802,20.369,20.65,24.65,-25.3,,,,,
1.84,0.384,0.925,-0.055,-0.366,-0.488,1.099,93.417,-22.808,20.369,20.667,24.633,-25.283,,,,,
1.845,0.384,0.925,-0.055,-0.366,-0.488,1.099,93.417,-22.813,20.369,20.675,24.625,-25.242,,,,,
1.85,0.386,0.925,-0.055,-0.366,-0.488,1.099,93.417,-22.819,20.363,20.675,24.633,-25.233,,,,,
1.855,0.386,0.92,-0.057,-0.061,-0.183,0.671,93.417,-22.819,20.363,20.683,24.65,-25.275,,,,,
1.86,0.386,0.92,-0.057,-0.061,-0.183,0.671,93.417,-22.824,20.363,20.683,24.658,-25.3,,,,,
1.865,0.386,0.92,-0.057,-0.061,-0.183,0.671,93.417,-22.83,20.363,20.692,24.65,-25.342,,,,,
1.87,0.381,0.92,-0.057,-0.061,-0.183,0.671,93.417,-22.83,20.363,20.708,24.642,-25.375,,,,,
1.875,0.381,0.917,-0.053,0.122,0,0.061,93.417,-22.83,20.369,20.725,24.633,-25.417,,,,,
1.88,0.381,0.917,-0.053,0.122,0,0.061,93.422,-22.83,20.369,20.758,24.625,-25.45,,,,,
1.885,0.381,0.917,-0.053,0.122,0,0.061,93.422,-22.83,20.369,20.767,24.6,-25.483,,,,,
1.89,0.378,0.917,-0.053,0.122,0,0.061,93.422,-22.83,20.374,20.775,24.583,-25.483,,,,,
1.895,0.378,0.923,-0.052,0.122,-0.671,0,93.422,-22.83,20.369,20.783,24.55,-25.5,,,,,
1.9,0.378,0.923,-0.052,0.122,-0.671,0,93.428,-22.83,20.369,20.792,24.525,-25.508,,,,,
1.905,0.378,0.923,-0.052,0.122,-0.671,0,93.428,-22.83,20.369,20.783,24.525,-25.492,,,,,
1.91,0.384,0.923,-0.052,0.122,-0.671,0,93.433,-22.83,20.363,20.775,24.542,-25.483,,,,,
1.915,0.384,0.926,-0.053,-0.183,-1.282,0.732,93.433,-22.83,20.358,20.758,24.575,-25.458,,,,,
1.92,0.384,0.926,-0.053,-0.183,-1.282,0.732,93.433,-22.835,20.358,20.733,24.608,-25.425,,,,,
1.925,0.384,0.926,-0.053,-0.183,-1.282,0.732,93.439,-22.835,20.352,20.7,24.633,-25.392,,,,,
1.93,0.389,0.926,-0.053,-0.183,-1.282,0.732,93.439,-22.841,20.341,20.675,24.658,-25.383,,,,,
1.935,0.389,0.92,-0.053,-0.366,-1.038,1.221,93.439,-22.846,20.341,20.658,24.675,-25.4,,,,,
1.94,0.389,0.92,-0.053,-0.366,-1.038,1.221,93.439,-22.852,20.336,20.65,24.667,-25.392,,,,,
1.945,0.389,0.92,-0.053,-0.366,-1.038,1.221,93.444,-22.857,20.33,20.633,24.658,-25.433,,,,,
1.95,0.389,0.92,-0.053,-0.366,-1.038,1.221,93.444,-22.863,20.325,20.633,24.65,-25.45,,,,,
1.955,0.391,0.92,-0.053,-0.366,-1.038,1.221,93.444,-22.868,20.319,20.633,24.642,-25.442,,,,,
1.96,0.391,0.913,-0.054,-0.122,-0.061,0.854,93.444,-22.868,20.319,20.642,24.642,-25.45,,,,,
1.965,0.391,0.913,-0.054,-0.122,-0.061,0.854,93.444,-22.874,20.319,20.65,24.642,-25.417,,,,,
1.97,0.391,0.913,-0.054,-0.122,-0.061,0.854,93.444,-22.879,20.319,20.667,24.633,-25.392,,,,,
1.975,0.391,0.913,-0.054,-0.122,-0.061,0.854,93.444,-22.885,20.319,20.675,24.625,-25.383,,,,,
1.98,0.391,0.915,-0.055,0.244,0.488,0.061,93.444,-22.885,20.325,20.675,24.617,-25.358,,,,,
1.985,0.391,0.915,-0.055,0.244,0.488,0.061,93.444,-22.885,20.33,20.675,24.6,-25.342,,,,,
1.99,0.391,0.915,-0.055,0.244,0.488,0.061,93.444,-22.885,20.33,20.658,24.592,-25.333,,,,,
1.995,0.384,0.915,-0.055,0.244,0.488,0.061,93.444,-22.885,20.336,20.658,24.583,-25.317,,,,,
2,0.384,0.919,-0.051,0.244,0.549,-0.244,93.444,-22.885,20.341,20.65,24.583,-25.292,,,,,
2.005,0.384,0.919,-0.051,0.244,0.549,-0.244,93.444,-22.885,20.341,20.633,24.583,-25.267,,,,,
2.01,0.384,0.919,-0.051,0.244,0.549,-0.244,93.444,-22.879,20.347,20.65,24.575,-25.242,,,,,
2.015,0.384,0.919,-0.051,0.244,0.549,-0.244,93.444,-22.879,20.352,20.667,24.583,-25.233,,,,,
2.02,0.384,0.919,-0.05,-0.061,0.244,0,93.444,-22.879,20.352,20.675,24.583,-25.258,,,,,
2.025,0.384,0.919,-0.05,-0.061,0.244,0,93.444,-22.879,20.358,20.675,24.592,-25.317,,,,,
2.03,0.384,0.919,-0.05,-0.061,0.244,0,93.444,-22.879,20.358,20.667,24.608,-25.367,,,,,
2.035,0.387,0.919,-0.05,-0.061,0.244,0,93.439,-22.879,20.363,20.658,24.633,-25.383,,,,,
2.04,0.387,0.917,-0.055,-0.183,0.305,0.366,93.439,-22.885,20.363,20.65,24.658,-25.383,,,,,
2.045,0.387,0.917,-0.055,-0.183,0.305,0.366,93.439,-22.885,20.363,20.658,24.683,-25.375,,,,,
2.05,0.387,0.917,-0.055,-0.183,0.305,0.366,93.439,-22.885,20.369,20.667,24.7,-25.358,,,,,
2.055,0.384,0.917,-0.055,-0.183,0.305,0.366,93.433,-22.89,20.369,20.667,24.683,-25.333,,,,,
2.06,0.384,0.92,-0.058,0.061,0.61,0.488,93.433,-22.89,20.374,20.667,24.65,-25.342,,,,,
2.065,0.384,0.92,-0.058,0.061,0.61,0.488,93.433,-22.896,20.374,20.675,24.625,-25.358,,,,,
2.07,0.384,0.92,-0.058,0.061,0.61,0.488,93.433,-22.896,20.38,20.7,24.625,-25.433,,,,,
2.075,0.379,0.92,-0.058,0.061,0.61,0.488,93.433,-22.901,20.385,20.742,24.625,-25.5,,,,,
2.08,0.379,0.924,-0.055,0.183,0.61,0.122,93.433,-22.901,20.391,20.775,24.65,-25.575,,,,,
2.085,0.379,0.924,-0.055,0.183,0.61,0.122,93.433,-22.901,20.391,20.8,24.667,-25.642,,,,,
2.09,0.379,0.924,-0.055,0.183,0.61,0.122,93.433,-22.901,20.396,20.8,24.667,-25.675,,,,,
2.095,0.383,0.924,-0.055,0.183,0.61,0.122,93.433,-22.901,20.402,20.783,24.683,-25.692,,,,,
2.1,0.383,0.92,-0.052,0,0.122,-0.122,93.433,-22.901,20.402,20.783,24.692,-25.692,,,,,
2.105,0.383,0.92,-0.052,0,0.122,-0.122,93.433,-22.901,20.402,20.767,24.7,-25.692,,,,,
2.11,0.383,0.92,-0.052,0,0.122,-0.122,93.433,-22.896,20.407,20.758,24.717,-25.683,,,,,
2.115,0.39,0.92,-0.052,0,0.122,-0.122,93.433,-22.896,20.407,20.742,24.717,-25.625,,,,,
2.12,0.39,0.915,-0.052,-0.122,-0.061,0.183,93.433,-22.896,20.407,20.725,24.717,-25.558,,,,,
2.125,0.39,0.915,-0.052,-0.122,-0.061,0.183,93.433,-22.896,20.407,20.717,24.733,-25.483,,,,,
2.13,0.39,0.915,-0.052,-0.122,-0.061,0.183,93.433,-22.901,20.407,20.708,24.758,-25.458,,,,,
2.135,0.387,0.915,-0.052,-0.122,-0.061,0.183,93.433,-22.901,20.407,20.717,24.767,-25.492,,,,,
2.14,0.387,0.918,-0.054,0,-0.183,0.671,93.433,-22.901,20.407,20.725,24.783,-25.508,,,,,
2.145,0.387,0.918,-0.054,0,-0.183,0.671,93.433,-22.906,20.407,20.733,24.783,-25.542,,,,,
2.15,0.387,0.918,-0.054,0,-0.183,0.671,93.433,-22.906,20.402,20.733,24.767,-25.55,,,,,
2.155,0.382,0.918,-0.054,0,-0.183,0.671,93.433,-22.912,20.402,20.742,24.75,-25.542,,,,,
2.16,0.382,0.921,-0.054,0,-0.427,0.549,93.433,-22.917,20.402,20.725,24.708,-25.508,,,,,
2.165,0.382,0.921,-0.054,0,-0.427,0.549,93.433,-22.917,20.402,20.7,24.692,-25.475,,,,,
2.17,0.382,0.921,-0.054,0,-0.427,0.549,93.439,-22.917,20.396,20.675,24.683,-25.458,,,,,
2.175,0.384,0.921,-0.054,0,-0.427,0.549,93.439,-22.923,20.396,20.65,24.683,-25.475,,,,,
2.18,0.384,0.917,-0.054,-0.122,-0.732,0.305,93.439,-22.923,20.391,20.617,24.7,-25.508,,,,,
2.185,0.384,0.917,-0.054,-0.122,-0.732,0.305,93.439,-22.923,20.385,20.608,24.708,-25.542,,,,,
2.19,0.384,0.917,-0.054,-0.122,-0.732,0.305,93.439,-22.923,20.385,20.592,24.725,-25.575,,,,,
2.195,0.394,0.917,-0.054,-0.122,-0.732,0.305,93.444,-22.928,20.38,20.575,24.725,-25.55,,,,,
2.2,0.394,0.911,-0.054,-0.061,-0.427,0.427,93.444,-22.928,20.374,20.575,24.7,-25.483,,,,,
2.205,0.394,0.911,-0.054,-0.061,-0.427,0.427,93.444,-22.928,20.374,20.558,24.675,-25.408,,,,,
2.21,0.394,0.911,-0.054,-0.061,-0.427,0.427,93.444,-22.934,20.369,20.55,24.65,-25.342,,,,,
2.215,0.391,0.911,-0.054,-0.061,-0.427,0.427,93.444,-22.934,20.369,20.558,24.625,-25.283,,,,,
2.22,0.391,0.91,-0.056,0,0.122,0.366,93.444,-22.934,20.369,20.567,24.6,-25.275,,,,,
2.225,0.391,0.91,-0.056,0,0.122,0.366,93.444,-22.939,20.369,20.592,24.592,-25.342,,,,,
2.23,0.391,0.91,-0.056,0,0.122,0.366,93.444,-22.939,20.369,20.608,24.583,-25.417,,,,,
2.235,0.387,0.91,-0.056,0,0.122,0.366,93.444,-22.939,20.369,20.633,24.567,-25.483,,,,,
2.24,0.387,0.911,-0.058,0.244,0.427,-0.244,93.444,-22.939,20.374,20.642,24.542,-25.508,,,,,
2.245,0.387,0.911,-0.058,0.244,0.427,-0.244,93.444,-22.939,20.374,20.65,24.525,-25.475,,,,,
2.25,0.387,0.911,-0.058,0.244,0.427,-0.244,93.45,-22.939,20.38,20.642,24.508,-25.467,,,,,
2.255,0.403,0.911,-0.058,0.244,0.427,-0.244,93.45,-22.939,20.38,20.642,24.5,-25.442,,,,,
2.26,0.403,0.913,-0.059,0.427,1.099,0,93.45,-22.939,20.385,20.65,24.533,-25.45,,,,,
